1	quand j'avais 8 ans et qu'on me demandait ce que je voulais faire quand je serai grand , il était evident que peu importe mon métier , j'aurai une moustache , une ferrari rouge et une chemise hawaïenne ... le plus dramatique c'est que ma chemise hawaïenne fait tache dans ma vieille renault 9 ...
1	1 série américaine qui est pour moi et de loin la meilleure que je connaisse . lorsqu'on m'a dit de quoi cette série traitait je n'étais pas tres emballé mais dès la fin du 1er épisode , je le savais : j'étais accro ! ! ! et au fil des épisodes cela m'a paru de + en + intéressant ! ! ! ne ratez surtout pas cette série tout au long de l'été sur tf1 ! ! !
1	cette série est tout simplement géniale ! brett sinclair et danny wilde sont des personnages super attachants , avec leurs caractères propres , leurs manies .. le générique est mythique , cette série est pleine d'humour et n'a pas pris une ride . dommage qu'il y ait eu si peu d'épisodes ! !
1	j'adore cette série , elle me fait penser un peu à urgences mais en mieux avec des histoire de coeur et une bonne dose d'humour . je trouve dommage qu'elle passe si tard ! mais je la trouve super ...
0	trop de ressemblance avec ' un , dos , tres ' . l'histoire n'est pas très bien recherchée . je pensais que ça serait mieux que cela .
0	j'adore cette série , elle est tellement bien . je la trouve très réelle et pleine d'émotion vis à vis des deux frères .
1	une série qui se bonifie en avançant dans la saison . des personnages paumés , de bons gros loosers à la masse mais qui provoquent des fous rires incessants . génial et toujours guidé par le karma .
1	j'ai pas tout de suite accroché a la série , mais au fil des épisodes je dois l'avouer , je me suis mise a adorer les personnages et l'intrigue . une série géniale . et bien sur mention spéciale pour milo ventimiglia ...
0	cherche le politiquement correct . dialogue aussi interresant qu'une tombe . scenario plongé dans la bouse . en gros c'est nul .
1	je trouve que cette serie est captivante . elle nous tien toujours en haleine et les intrigues sont nombreuses et interessente . les acteurs font du bon boulot
1	notre belle famille , une série à ne pas rater ! depuis ma plus petite enfance j'ai vu et revu les différentes saisons de ce chef-d'oeuvre . des épisodes alliant tous le comique et la vie réelle d'une famille recomposée , faisant apparaître de nouveaux sujets à chaque épisode . jamais je ne me lasse de ces rediffusions répétées , une série comme on n'en fait plus !
1	excellente série policière .
0	je ne comprends pas et ne comprendrai jamais le succès de cette série niaise à souhait et qui bénéficie d'une moral à toute épreuve . oui , je le confirme , on peut tout de même l'apprécier si on est sourd et aveugle .
1	trop géniale cette série . il y a toujours pleins de rebondissements et kiefer sutherland est trop bien dans le rôle de jack .
0	je ne suis pas du genre à faire des mauvaises critiques , mais cette série est la caricature de la famille parfaite . en réalité , elle ressemble plus à celle de bree van de kamp qu'à l'american dream .
0	franchement au debut j'ai pas regarder , probleme d'horaire et en plus c'est une serie pour la menagere par excellence . mais aprés j'ai regardé et j'ai bien aimé . c'est drole et dramatique a la fois , des personnage attachants et des situations en vois tu en voila tout ça souspoudré d'une intrigue trés bien ficelée donc chapeau ...
1	tout simplement je trouve cette série génial
1	bon , c'est une série assez bien , les acteurs ne sont pas mauvais , le scénario est plein de rebondissements . dommage que l'aspect fantastique soit mis un peu de côté .
1	cette série reproduit chaque épreuve que traverse une femme au foyer . s'occuper des enfants , faire les courses , le ménage . je pense que sans les séries télé américaines , on ne verrait pas grand chose . par exemple les feux de l'amour , grey's anatomy ... ceci est indispensable en france .
1	cette série montre la réalité d'un quartier français avec ses hauts et ses bas . les intrigues sont souvent réalistes ( grossesse involontaire , homosexualité , infidélité ... ) je ne regrette pas du tout d'avoir découvert cette série ...
0	une série que je regardais avec plaisir avant , mais qui a fini par me dégoûter ... l'atmosphère est quelque peu manichéenne et uniforme dans les intrigues , véronique genest a l'air de s'y ennuyer ferme , en plus ... une étoile tout de même parce qu'elle joue bien , ainsi que les autres acteurs que j'aime bien , de surcroît ...
0	je trouve cette série totalement inintéressante . tout le monde disait que c'était la série de l'année . il ne se passe rien , après une saison on n'a pas du tout avancé c'est aussi lent qu'un soap opéra , le suspence c'est le même . la seule chose que j'ai à dire c'est que les descendant de jules verne devrait demander des droits d'auteurs : on dirait l'île mystérieuse . on peut vraiment s'en passer !
0	cette serie semblait prometteuse dans ses premiers episodes et puis on bascule rapidement vers le conformisme , le politiquement correct ... au final on obtient une serie banale avec une fin prévisible et convenue . décevant .
0	le seul avantage de cette série c'est qu'il suffit de regarder un épisode par an pour suivre l'intrigue ( si jamais elle existe ) .
0	horrible ! rien a redire a par bon samaritain et fanatiques religieux bienvenue ! ^ ^
1	action , frissons , rebondissements , une première saison pratiquement parfaite . la vraie bonne surprise de la rentrée 2004 us ( enfin avec desperate housewives ) . a voir absolument cet été sur tf1 !
0	quand le voisin fox essaie de copier sur son voisin abc , voilà le piètre résultat que ça donne ... quintuplés n'est qu'une copie des sauvages , et une copie bâclée en plus ...
0	c'est simple , dans cette série débile , même les hommes pensent comme des femmes , et encore pas n'importe quelle femme , la femme qui lit voici , qui a elle comme bible et l'anorexie pour mode de vie . franchement je serais pour condamner à la prison à vie les gens qui ont creer cette bouse créatrice de metrosexuels attardés .
1	génial ! entre corruption et tensions , la série choc de canal + est l'une des meilleurs séries françaises du moment . ca nous change des bétises de tf1 , avec engrenage , canal nous offre le duo gagnant , continuez ! !
0	beaucoup de mièvreries et d'invraisemblances dans cette saga qui regroupe hélas toutes les recettes des sagas de l'été avec ses histoires de familles toujours identiques et des rebondissements qui nous font autant d'effet qu'un somnifère . souvent risible par sa nullité exceptionnelle , cette série n'est pas sauvée par ses acteurs , très mauvais ( claire borotra ) ni par sa fin affligeante .
0	autant la 1ere saison était superbe ... je n'ai pas suivi la suite . les saison suivante suont un massacre . dommage .
1	c'est frais ! ca change ! léger même quand c'est grave . série qui met le sourire et ça fait du bien . elles sont rigolotes ces bonnes femmes quand même ! a noter un petit relâchement dans le scénario de la saison 2 parfois limite et qui traîne en longueur ... mais bon , ça reste quand même une très bonne série dont il ne faut pas se priver , ce serait dommage .
0	une énième série française pour ado , sans profondeur , sans originalité , sans acteurs , sans daigner susciter un intérêt , sans éviter les traditionnels sujets que les séries pour pubères nécessitent . je ne doute pas que la 5eb idolâtre cette série que moi , vieux briscard , utilise afin d'obtenir quelques fous rires matinaux devant un spectacle aussi consternant .
0	heroes est , comme lost , les 4400 et prison break , une mauvaise série . mal réalisée , mal scénarisée , avec idée de départ peu originale et mal exploitée , il n'est pas étonnant qu'elle rencontre un tel succès outre atlantique . tf1 l'a acheté , ce n'est même pas une surprise . evitez là !
1	""" angel "" est bien plus qu'un simple spin-off , c'est une série à part entière bien loin de l'univers de "" buffy "" . la série a su s'imposer grâce à des scénarii originaux , une atmosphère plus sombre , des personnages attachants ( notamment l'évolution du personnage de cordelia et de ses rapports avec angel ) ... bien que j'apprécie la série "" buffy "" , je lui préfère largement "" angel "" ."
0	34ans non mais rendez vous compte ca vaut une etoile car pour faire une telle daube avec un scenario insipide qui dure depuis 34ans y merite bien une etoile et mon coup de chapeau . j'ai entendu qu'elle va s'arrete dans 3 ou 4 ans.thanks god .
0	mais qu'est ce que c'est que cette série . ca ressemble trop à rien . même walker texas ranger présente un intéret supérieur . c'est dire . même pas de jolie pépé pour se rincer l'oeil .
1	je mets 4 étoiles et c'est encore insuffisant ! cette série est tout simplement géniale , elle est pleine de classe , hyper drôle , et chaque épisode est super . il y a une morale à chaque épisode et ça c'est cool ! en plus les actrices sont formidables , elles ont toutes un excellent jeu .
1	cette série mérite largement ses 4 étoiles elle redynamise le monde des soaps et les acteurs jouent plutôt bien surtout adam brody . amour , trahison , et beaucoup d'argent c'est la vie des jeunes de newport dans la série . mais surtout les adultes ont autant voir plus d'embrouilles que les enfants . bref tout pousse à regarder cette série .
1	c'est une série vraiment géniale ... vivement la saison 3 sur canal + ... regarder là , ça vaut le coup d'oeil ...
1	j'ai découvert récemment cette série sur jimmy , j'ai beaucoup aimé , c'est vraiment drôle , c'est vraiment dommage que cette série na'ai eu que 2 saisons .
0	ben j'aime pas , c'est tout , je trouve ça nunuche , les dialogues cucul , les histoires entre les membres sont pauvres et le personnage principal n'est pas essentiel . je prefère largement dr house .
0	de pire en pire , avant j'adorais maintenant c'est devenu n'importe quoi ! les personnages sont moins intéressants ! des retournements de situation que l'on ne voudrait pas voir , grande déception , 24h chrono est largement plus passionnante !
1	bravo l'une des séries américaines qui pour moi mériterai un oscar même quentin tarantino c'est amusé avec cette bande de flic qu'on adore voir et revoir , parce que les acteurs sont bons et les enquêtes très bien menées par les producteurs , scénaristes et toutes les autres personnes qui participent à la réalisation des épisodes .
0	je trouve cette série totalement inintéressante . tout le monde disait que c'était la série de l'année . il ne se passe rien , après une saison on n'a pas du tout avancé c'est aussi lent qu'un soap opéra , le suspence c'est le même . la seule chose que j'ai à dire c'est que les descendant de jules verne devrait demander des droits d'auteurs : on dirait l'île mystérieuse . on peut vraiment s'en passer !
1	j ' adore cette série je la regarde tous les jours
0	au début j'y ai cru , mais assez rapidement je me suis rendu compte que prison break était une fausse bonne série . très édulcorée , mal interprétée et sans suspens , sans émotion , sans rien , superficielle , artificielle . du vide .
0	je trouve que cette série est moins bien faite que les autres new york , de plus , trop de meurtres / viols , etc ... a force c'est un peu répétif et glauque . le tout parfois complété de dialogues choquants , forts , voir trop francs . toutefois , je comprends que beaucoup de monde aime car c'est vrai que les enquêtes sont bien faites , et les fans du genre apprécieront .
0	une très mauvaise série , tant sur le plan du jeu des acteurs totalement inexistant que sur le fond ... en fait il n'y a pas de fond ... au final : certainement ce qui se fait de moins bon à notre époque , en matière de série . si seulement ça pouvait être un tout petit peu palpitant , mais non , c'est le vide total . ca devrait s'éviter d'instinct .
0	ouff cette série est bien loin d'etre drole ... raven est une egoiste qui se met toujours dans la merde mais grace a ses supers amis et sa genialisime famille tout le monde lui pardonne en plus elle est perturbé avec ses visions la pauvre ro ! en plus les episodes sont tous rengaine ( jsais pas commen ça s'ecrit lol ) et c'est vraiment pas une série qui vaut la peine d'etre vu ...
0	je vien tout juste de regarder les 4 épisodes et ben .. c'est pourit ! humour télé-achat comme ceux des inconnus mais en moins drôle et plus pourit ! oh moint les inconnus avait de l'idée ! en plus les blagues sont gros comme des maisons ! vraiment pas bon ! - boujour michel ? - envoir michel ! - convaincu ? - ben .. non !
0	nulle ! la pire série française ( il fallait le faire ) ! les acteurs sont pathétiques , cette série nous narre l'histoire d'adolescents qui ont des problèmes avec leur vie sexuelle , c'est toujours la même chose ! ils pourraient nous mettre un peu d'humour , au lieu de ça c'est 20 à 30 minutes bourrées de sentiments destinés à émouvoir le public ! a ne pas voir !
0	pfff tros nul ! ! ! j'ai pas tros suivies mais le peu que j'ai regarder est nazze sa part dans tout les sens c'est plat nient nient les acteures sont nul ! ! ! mais vraiment je trouve cette séries inutile ! ! !
0	"cette série devrait être diffusée le dimanche matin pendant le "" jour du seigneur "" . pas une seule réplique où on ne nous parle pas de dieu ... de plus , cette famille est très certainement pour la peine de mort et contre l'avortement ... ils font ce qu'ils veulent mais j'aimerais bien que ce ne soit pas dans mon téléviseur ."
1	une series de super heros avec de très bon effets speciaux merite 4 étoiles . j'adore cette série qui passe sur tf1.elle fini 2ème dans mes series préférés . bravo en tout les cas au realisateur tim kring .
0	ben sincèrement ! j'ai jamais pu regarder un épisode en entier ! trop approximative à mon goût ! cette série semblait réalisée par un bande de pôtes sans moyens , sans convictions et malheureusement sans acteurs ... a éviter !
1	je ne connais pas la prmeiere serie mais il faut avouer que celle ci est superbe de la pure sf comme je l'aime
0	lamentable si seulement il la supprimer du cable ( sur tmc ) mais nuit d'insomnies serait plus agreables passe des vielles series americaines des annes 80 si c'est une question d'argent ca doit pas valoir bien cher non plus
0	série policière américaine aux acteurs navrants et à la propagande idéologique au ras des paquerettes . je supportai difficilement les 2 épisodes à la suite ...
1	la meilleure série que je n'ai jamais vue ! ! c tellement inventif merveilleux , c monumental ! ! rien d'autre a dire ! ! ! on en redemande encore et encore ! !
1	l'ensemble du casting ( vraiment excellent ) , les dialogues , un scénario original ( l'histoire abordant les thèmes de la maladie , de l'homosexualité lors des mandats de reagan et bush , c'était osé ) : tout ça fait d'angels in america une télésuite prenante , tout à fait atypique , qui apporte une véritable réflexion .
1	excellente série très originale mais qui peut finir par lasser légèrement par le jeu de ses actrices ou de ses énigmes légères . mais rien de grave face à ce dépaysement constant de fraîcheur et d'intrigue .
1	certes c'est une adaptation d'une série américaine ! mais il faut être honnête , c'est une excellente adaptation ! les acteurs sont très bien choisit , vincent perez est excellent , dans ce rôle ! les enquêtes ne sont pas nouvelles , mais très bien adaptées en france ! mention spécial à la salle d'interrogatoire reproduite à l'identique :)
1	c'est trop amusant et il y a beaucoup de mystères à découvrir dans chaque épisode . c'est ma série préférée et à chaque fois qu'elle commence je saute dans mon salon !
1	avec un casting de rêve ( tous les personnages principaux sont très convaincants ) on arrive à une série qui fait réfléchir , et qui n'est pas non plus choquante . explorer les liens que sont les relations d'amitié , d'intimité et d'amour entre ses différentes femmes est absolument magnifique . on se retrouve confronté à des sentiments originaux et pourtant tout autant touchants . bref un must , de la qualité comme en fait hbo .
0	moi aussi je viens de voir un extrait et sa a l  air vraiment nul et c  est aussi incomparable avec la version américaine . les acteurs sont bof et me font penser au acteur policier de toute les série policière niaise de 90 min sur tf1 . voila quoi tf1 prend une des meilleures séries américaine et en fait un navet . merci tf1 .
0	"j'ai patienter jusqu'au quatrième épisode , c'est laborieux , finalement j'ai vraiment l'impression de regarder une serie style "" cherie j'ai rétrécie les gosses "" . ayant adorer the lost room produit également par sci fi je m'attendait à beaucoup mieux ! passer votre chemin ."
0	tout comme helene et les garcons , un merveilleux concept de nullité totale ( charactérisation des persos , décors , dialogues , musiques , réal ' , scénar ' ... tout est à jeter ) qui en deviendrait presque culte chez les déviants dans mon genre ( seulemnt les jours ou j'ai 3 grammes dans le sang , faut pas poussser non plus ) .
1	cette série est génialissime ! il y a du suspense , de l'action , de l'humour , de l'amour ... tout ce qui est nécessaire pour une bonne série , elle est tellement bien qu'il suffit d'un seul épisode pour être drogué ! vivement la saison 2 !
1	la sitcom la plus drôle que j'ai pu voir de mon existence , pas une seconde sans exploser de rire ! c'est à ne surtout pas manquer !
1	cette série est géniale . je suis aixois et je reconnais tous les paysages de marseille sauf la place du mistral qui est imaginaire . tout est fait pour tenir en haleine et la plupart des personnages sont réalistes . cependant , j'enlève 1 étoile pour les acteurs qui incarnent bien leurs personnages mais récitent leur texte . mais bon , je suis accro .
0	déçu par cette série que la critique définissait comme hilarante , c'est un humour très lourd , je la trouve révolutionnaire dans la débilité . l'image est mauvaise , les décors pas terribles , les personnages peu attachants et les histoires n'ont aucun sens .
0	enième série qui vaut que tchi que dalle et je ne suis pas le seul à le penser , heureusement ! porry , faut arreter le massacre !
0	désirez-vous manger un potage fade agrémenté de gros navets ? si oui cette série est pour vous !
1	les fréres scoot c'est mon cousin qui ma fait découvrir cette série je le remercie encore mais commen j'ai pu passer à coter de sa . c'est tellenment excélent il y a trop de rebondissements , de bouleversements et trés délirant emplus de sa .
0	nul de chez nul indigne m6 de diffuser ce genre de série , un vrai navet , quoi regarder le samedi soir maintenant !
1	mouaip , ce n'est pas la série du siècle , mais on est tenu en haleine ... mission réussie pour la prod ! on sent franchement par moment que les scénaristes ne savent pas où ils vont sur cette nouvelle saison , mais c'est amusant de les voir sortir à chaque fois le lapin du chapeau ...
1	une trés bonne série , amusante ! ! ! personnages fantastiques , surtout pour l'oncle eddie ! ! ! 5 saisons , parfait ! ! !
1	bonjour , je trouve que lost : les disparus est une super série car il y a à chaque épisode de plus en plus des suspense , de phénomènes bizarres et étranges . les épisodes nous dévoilent à chaque fois un peu plus la vie des survivants . je trouve aussi très bien le fait qu'il y ait 3 épisodes chaque semaine . cette série sort de l'ordinaire .
1	une série sublime où le suspense est permanent et insoutenable . les scénaristes ne manquent pas d'imagination et les acteurs de talent . un vrai bijou à regarder sans modération .
1	une bonne série , courte mais bonne ! différents stéréotypes y sont présentés , mais ne sont-ils pas plus vrais que nature ?
1	depuis les soprano , il n'y a aucune série récente sur laquelle j'avais accroché . au début très septique de tout le bruit qu'on faisait autour de cette série mais finalement en regardant quelques épisodes je me suis rendu compte qu'elle était de très bonne qualité . le suspense , scénario , les rebondissements , le jeu des acteurs ... je met la note maximale à cette série !
0	pathétique ! ! ! voilà mon sentiment après le bon quart d'heure de visionnage de ris . c'est plat , prévisible , cul-cul la praline ... et j'en passe et des meilleurs .
1	hartley est sans doute la meilleure série pour ados par son réalisme et ses personnages . a quand la rediffusion de toutes les saisons ?
1	la meilleure série policière qui existe au monde ! les acteurs sont excellents , les effets spéciaux réalistes et les scénarios bien écrits .
0	rarement vu une série aussi mauvaise de par le jeu des acteurs et le faux suspens de la fin des épisodes . non seulement le générique n'est pas génial mais en plus les acteurs sont horripilant de quoi faire dresser les cheveux d'un amateurs de bon film . surtout quand vous tombez sur cette série , fuyez .
0	mais comment peut on aimer une série aussi lourde ? je n'ai franchement amais rit ! pourtant , j'ai rigolé par exemple dans evil dead 3 , tourné à l'époque médiévale , donc ce n'est pas l'époque qui me rebute , mais peut etre le type d'humour qui est trop nul à mon gout ? ?
1	je n'ai vu que 3 épisodes et pourtant déjà j'adore . un suspense à vous retourner les intestins , de la violence juste comme il faut et surtout un héros pas mal du tout : vraiment tout ce qu'il faut pour faire une série géniale !
1	rien à reprocher ...
1	cette série est géniale j'espere qu'elle va durer encore longtemps
0	"en faite , cette série est dans la ligné de "" the unit "" sur la toute puissance et la supériorité des ricains sur nous autres pauvres européens . c'est assez mal joué ( le héro est inexpressif ) , peu original ( que du déjà vue ! ! ! ) c'est vraiment à conseiller aux fans des rambo et autres "" walker texas rangers "" ... sinon c'est très "" évitable "" ..."
1	"j'adore et pourtant j'ai passé l'âge de regarder des séries à la c ... non , franchement une saga banale avec des rebondissements , des défis stupides comme dans la "" vraie vie "" . du coup , je me suis remise à l'esclavage des séries et des épisodes à ne pas manquer !"
1	ncis , une série qui mérite de rester dans les souvenirs . c'est depuis quelques années sans doute la meilleure série . il y a plusieurs raisons : des intrigues toutes très différentes , de l'action , de l'humour , des rebondissements et bien sûr la performance des acteurs qui se démarquent de bien d'autres acteurs des autres nouvelles séries . je souhaite une longue vie à ma série préférée pour le bonheur de tous ses amoureux .
0	pas mal pour l'interprétaion mais la serie manque d'origialité . a voir de temps en temps .
1	cette séir e est magnifique les acteurs formidables bref génial domage qu'ils aient arrété
1	la série devient culte pour toute une génération , et les talents de chanteur de will smith font le tour du monde , grâce au fameux générique , dont il est le compositeur et interprète .
0	bien si on avait 14 ans quand on la regardait .. ca vieilli super mal et le concept a tellement été fait et surfait ... 1 etoile pour la nostalgie ..
1	c'est la série de moment ! elle mélange suspense , action , énigme , humour avec des personnages géniaux , des décors à vous couper le souffle , une intrigue qui nous tiens en haleine jusqu'au bout , des rebondissements à chaque épisode , bref : un chef-d'oeuvre !
1	"une série largement perfectible bien sur , mais tellement sympathique . le charme indéniable d'ellen muth en faucheuse cynique , le ton décalé , le petit côté "" destination finale "" , avec des morts souvent drôles et innatendues confère une véritable identité au tout . domage que la série s'arrête si vite , on aurait aimé quelques developements un peu plus poussé ..."
0	l'abondance de clichés rend la série ridicule . même si l'on sourit devant quelques répliques de simon astier et des autres , le reste est vraiment très plat ... a moins de rigoler dès qu'un portable sonne ! ! ! ça manque de sincérité , et de naturelle .
1	24 est une excellente série policière , filmée en temps réel , l'idée est géante , avec un suspense haletant , des scènes d'action à couper le souffle et un kiefer sutherland au top de sa forme .
1	cette série est géniale , les actrices sont excellentes et on a toujours envie d'en savoir plus ! recommandé par un prof d'anglais car en vo l'anglais parlé est sublime ! !
1	je m'attendais à une série vachement typique , genre sex and the city ! mais là , je m'attendais pas à ça ! l'humour y est déjanté , j'adore ! et le suspense est insoutenable ! je veux voir la suite maintenant !
1	cette série est vraiment super ! quand on la regarde , il y a tellement de suspense qu'on ne peut pas détacher ses yeux de la télé . a consommer sans modération ...
0	série vraiment pas terrible à mon avis ... je vois vraiment pas ce que les gens trouvent à cette série , dégoulinante de bons sentiments .
1	4 étoiles pour la série la plus folle que j'ai jamais vue . l'acteur tony shalhoub est charismatique et très attachant ! et même si je regrette le départ de sharona au milieu de la 3ème saison , je trouve qu'elle reste une des meilleures de tous les temps !
0	quand on regarde cette série on s'enuie à mourir .
0	je n'aime pas : tout simplement réalisation décevante . j'ai le droit ?
1	friends , c'est la série culte ! rien à voir avec toutes ces séries niaises et répétitives actuelles ! les acteurs sont géniaux , les scénarii hilarants et la mise en scène fabuleuse . attention aux crampes à la mâchoire à cause d'une trop grande partie de rigolade ( ça arrive fréquemment quand on regarde friends ! ) . bref , une série à voir et à revoir pour les grands ... et les moins grands !
0	"heroes ... qu'y a-t-il d'original à propos de cette série ? "" des personnages comme vous et moi qui se rendent compte qu'ils possèdent des superpouvoirs "" . faut avoir 5 ans pour regarder ça ! on s'endort , la musique fait mal aux oreilles , à chaque épisode on a un nouvel "" héros "" et les acteurs sont tellement ... irréalistes . je comprends vraiment pas le succès de cette série ."
1	franchement c'est la meilleur série que j'ai suivi de toute ma vie elle est tellement génial ! ! ! et je pris sincèrement pour qu'elle soit reconduite en feuillton comme il l'on annoncé je suis totalement fan et c'est pour la vie ! ! ! gilmore girls i love you ! ! for ever ! !
1	j'aime beaucoup cette serie , les effets spéciaux sont certes moyens mais on ne s'ennuie pas , il y a beaucoup d'action , et le fait qu'il y ait des dinosaures change des autres series .
0	non sérieux , il va falloir que le rythme s'accélère ! l'idée n'est pas mal mais alors la réalisation est d'une lourdeur ! pfff ! bon ce n'est que le début , mais en même temps je me dis que si il n'y a eu qu'une saison , c'est que cette série n'a pas accroché grand monde ! a suivre ...
1	procédé récupéré mais efficace . toutefois trop de plans pour des séquences aussi courtes .
0	ils sont beau ils sont copins et ils sont surtout pathétique , humour americain classique trés en dessous de la moyenne ... aller je met une demi étoile pour ma ménagère de tante adorré qui apprécie ... pas possible ? alors je reste sur zéro !
0	voilà déjà trois saisons que la qualité est en chute libre ... ça y est , je ne regarde plus ... dommage .
0	une maniaque coincée ... une grande niaise débile et fleur bleue ... deux bimbos antipathiques ... clichés et ragots prises de tête à foison . il y aurait bien la mère dépassée que j'apprécie car plus proche de la réalité selon moi , mais malheureusement , ni elle , ni certains personnages masculins n'arrivent à faire remonter la série dans mon estime .
0	quel ennui cette série et quelle lenteur ! ! ! c'est pas crédible et inintéressant , on voit pourquoi c'est tf1 qui la diffuse ...
1	trop bien ! ! ! original , pas niais ... ça me plaît ! les acteurs jouent extrèmement bien ( surtout conchita campbell ) les personnages sont mystérieux et fascinants ... j'adore !
0	je mets un zéro pour tout l'esprit réactionnaire de cette série ... retour de l'ordre moral , plaidoyer pro-bush antilibéral aucune légereté comme d'anciennes séries comme quoi de neuf docteur ou charles s'en charge ...
